,company_name,job_title,level,location,salary_max,salary_min,tags
0,"Data Wow Co.,Ltd","Full-stack Developer - Ruby on Rails, ReactJS","Senior-Level, Full time", - พระโขนง กรุงเทพมหานคร,150000,50000,"#aws,#mongodb,#react,#rspec,#ruby-on-rails"
1,"Finnomena.Co.,Ltd.",Full Stack Developer,"Entry-Level, Full time", - บางรัก กรุงเทพมหานคร,55000,45000,"#css3,#golang,#html,#javascript,#sql"
2,ViaBus,Android Developer,"Entry-Level, Full time", - ปทุมวัน กรุงเทพมหานคร,50000,25000,"#android,#java,#kotlin"
3,ViaBus,iOS Developer,"Entry-Level, Full time", - ปทุมวัน กรุงเทพมหานคร,50000,25000,"#ios,#objective-c,#swift"
4,ViaBus,Full Stack Engineer,"Entry-Level, Full time", - ปทุมวัน กรุงเทพมหานคร,50000,25000,"#javascript,#php,#vuejs,#web-development"
5,Oozou,Android Developer,"Senior-Level, Full time", - วัฒนา กรุงเทพมหานคร,130000,50000,"#android,#java,#kotlin"
6,Oozou,Javascript Developer – alert('apply now!');,"Senior-Level, Full time", - วัฒนา กรุงเทพมหานคร,130000,50000,"#javascript,#nodejs,#react,#reactjs,#redux"
7,Varisoft,Game Designer นักออกแบบเกม,"Middle-Level, Full time", - คลองเตย กรุงเทพมหานคร,35000,18000,#gamedevelopment
8,ARIS,Full Stack Developer,"Entry-Level, Full time", - สาทร กรุงเทพมหานคร,50000,30000,"#elastic-search,#javascript,#nodejs"
9,ARIS,Business Developer,"Entry-Level, Full time", - สาทร กรุงเทพมหานคร,40000,25000,"#business,#ecommerce,#livestream,#sales"
10,"Magic Box Asia Co., Ltd.",Revenue Manager,"Senior-Level, Full time", - บางรัก กรุงเทพมหานคร,50000,25000,"#negotiation,#presentation,#problem-solving,#sales"
11,"Magic Box Asia Co., Ltd.",Frontend Developer (React Native/ReactJs),"Entry-Level, Full time", - บางรัก กรุงเทพมหานคร,35000,20000,"#frontend,#react,#react-native,#reactjs"
12,"Defense Me Co.,Ltd.",Frontend Developer (React Native or Angular),"Middle-Level, Full time", - จตุจักร กรุงเทพมหานคร,35000,25000,"#css3,#javascript,#webapp"
13,"BYI Co, Ltd.",Programmer & Web Developer (C#),"Entry-Level, Full time", - พญาไท กรุงเทพมหานคร,50000,18000,"#asp.net,#c-sharp,#entity-framework,#sql-server,#web-service"
14,ConvoLab,Full-Stack Developer,"Entry-Level, Full time", - พญาไท กรุงเทพมหานคร,65000,30000,"#elastic-search,#javascript,#nodejs,#typescript"
15,"30 SecondsToFly Co., Ltd.",Junior Node Developer,"Entry-Level, Full time", - พระโขนง กรุงเทพมหานคร,55000,33000,"#microservices,#nodejs,#postgresql,#redis,#unittest"
16,Niceloop,Frontend Developer,"Entry-Level, Full time", - ห้วยขวาง กรุงเทพมหานคร,35000,20000,"#android,#aws,#javascript,#nodejs,#reactjs"
17,ConvoLab,Sales Executives / Account Manager,"Middle-Level, Full time", - พญาไท กรุงเทพมหานคร,70000,35000,"#business,#businessdevelopment,#marketing,#sales"
18,ConvoLab,QA Engineer,"Entry-Level, Full time", - พญาไท กรุงเทพมหานคร,38000,24000,"#javascript,#puppeteer,#selenium,#testscript"
19,"Leoxia Co., Ltd.",Web Developer,"Middle-Level, Full time", - วัฒนา กรุงเทพมหานคร,50000,25000,"#asp.net,#c++,#c-sharp,#javascript,#typescript"
20,T2P Company Limited,Senior Mobile Developer (iOS),"Senior-Level, Full time", - วัฒนา กรุงเทพมหานคร,70000,40000,"#ios,#mvvm,#objective-c,#swift,#tdd"
21,T2P Company Limited,Senior Mobile Developer (Android),"Senior-Level, Full time", - วัฒนา กรุงเทพมหานคร,70000,40000,"#android,#java,#kotlin,#mvvm,#tdd"
22,T2P Company Limited,Senior / Middle Quality Assurance,"Senior-Level, Full time", - วัฒนา กรุงเทพมหานคร,50000,30000,"#automate,#jenkins,#manual,#test-case,#tester"
23,T2P Company Limited,Senior / Middle Developer,"Senior-Level, Full time", - วัฒนา กรุงเทพมหานคร,80000,30000,"#golang,#php,#tdd"
24,T2P Company Limited,Sale Executive,"Middle-Level, Full time", - วัฒนา กรุงเทพมหานคร,40000,20000,"#business,#collaboration,#presentation,#sales"
25,Onedaycat,UX Designer (Mobile app และ Web),"Middle-Level, Full time", - พระโขนง กรุงเทพมหานคร,80000,50000,"#affinity,#designer,#illustrator,#photoshop,#sketch"
26,Onedaycat,Frontend Developer (Vue),"Middle-Level, Full time", - พระโขนง กรุงเทพมหานคร,70000,30000,"#html,#html5,#javascript,#nodejs,#vuejs"
27,Onedaycat,Backend developer (Golang),"Middle-Level, Full time", - พระโขนง กรุงเทพมหานคร,70000,30000,"#ci-cd,#docker,#golang,#kubernetes,#nodejs"
28,T2P Company Limited,Project Manager,"Senior-Level, Full time", - วัฒนา กรุงเทพมหานคร,60000,40000,"#communication,#problem-solving,#project-management"
29,T2P Company Limited,Business Development Specialist,"Senior-Level, Full time", - วัฒนา กรุงเทพมหานคร,70000,50000,"#collaboration,#communication,#leadership,#problem-solving,#project-management"
30,Taamkru Ltd.,Software Engineer,"Middle-Level, Full time", - วัฒนา กรุงเทพมหานคร,40000,24000,"#javascript,#mysql,#python,#react,#react-native"
31,Tourkrub,Front-End Developer (Urgent!!!!),"Middle-Level, Full time", - วัฒนา กรุงเทพมหานคร,70000,20000,"#github,#javascript,#nodejs,#react-native,#ruby-on-rails"
32,T2P Company Limited,Application Support,"Middle-Level, Full time", - วัฒนา กรุงเทพมหานคร,30000,25000,"#crm,#pos"
33,"LTMAN Co.,Ltd.",Software Engineer - Native Mobile Developer,"Entry-Level, Full time", - ปทุมวัน กรุงเทพมหานคร,75000,25000,"#developer,#software-development"
34,"Qapstone Consulting Group Recruitment Co., Ltd.",PHP Developer,"Middle-Level, Full time", - ห้วยขวาง กรุงเทพมหานคร,60000,40000,
35,"Qapstone Consulting Group Recruitment Co., Ltd.",iOS / Android Developer upto 80k,"Middle-Level, Full time", - วัฒนา กรุงเทพมหานคร,80000,35000,
36,"Qapstone Consulting Group Recruitment Co., Ltd.",Application support,"Middle-Level, Full time", - วัฒนา กรุงเทพมหานคร,30000,25000,
37,ConvoLab,NodeJS Developer,"Entry-Level, Full time", - พญาไท กรุงเทพมหานคร,48000,28000,"#devops,#javascript,#kubernetes,#nodejs,#typescript"
38,ConvoLab,Frontend Developer,"Entry-Level, Full time", - พญาไท กรุงเทพมหานคร,48000,25000,"#javascript,#nodejs,#react,#reactjs,#typescript"
39,"Electronics Extreme Co.,Ltd",Unity Developer,"Entry-Level, Full time", - เมืองนนทบุรี นนทบุรี,55000,25000,
40,"Electronics Extreme Co.,Ltd",Senior Database Administrator,"Entry-Level, Full time", - เมืองนนทบุรี นนทบุรี,50000,25000,
41,"Electronics Extreme Co.,Ltd",Senior Web Developer,"Entry-Level, Full time", - เมืองนนทบุรี นนทบุรี,55000,25000,#php
42,Panyatara Company Limited,Digital Learning Developer,"Middle-Level, Full time", - ปากเกร็ด นนทบุรี,30000,18000,
43,"Donuts Bangkok Co., Ltd.",Front-End / Back-End Developer,"Entry-Level, Full time", - ห้วยขวาง กรุงเทพมหานคร,50000,25000,"#database-development,#databasedesign,#golang,#ruby-on-rails,#server"
44,"Donuts Bangkok Co., Ltd.",Full-Stack Developer,"Entry-Level, Full time", - ห้วยขวาง กรุงเทพมหานคร,50000,25000,"#aws,#git,#laravel,#php,#rubu"
45,Getlinks (On behalf of our partners),Sr. Software Engineer-Front-end/Full Stack,"Senior-Level, Full time", - บางพลัด กรุงเทพมหานคร,100000,60000,"#css,#html,#javascript,#react,#restful"
46,"Box24 Co., Ltd.",iOS Developer,"Middle-Level, Full time", - พญาไท กรุงเทพมหานคร,55000,35000,"#auto-layout,#mvvm,#objective-c,#swift"
47,WISESIGHT HQ (Thailand),Software Engineering (New grads),"Entry-Level, Full time", - จตุจักร กรุงเทพมหานคร,45000,25000,"#javascript,#mongodb,#mysql,#php,#python"
48,"Liclass Education.Co.,Ltd",Senior iOS developer,"Senior-Level, Full time", - ศรีราชา ชลบุรี,45000,35000,"#git,#ios,#problem-solving,#programming,#swift"
49,O-PLUS,โปรแกรมเมอร์ (Web Developer),"Entry-Level, Full time", - ปทุมวัน กรุงเทพมหานคร,50000,40000,"#c-sharp,#css,#git,#html,#javascript"
50,Beehive,PHP Developer,"Entry-Level, Full time", - จตุจักร กรุงเทพมหานคร,40000,18000,"#agile,#bootstrap,#codeigniter,#javascript,#php"
51,True E-Logistics,Mobile Developer (IOS/Android),"Senior-Level, Full time", - พระโขนง กรุงเทพมหานคร,100000,25000,"#android,#ios,#kotlin,#mobile,#swift"
52,True E-Logistics,Fullstack Developer,"Senior-Level, Full time", - พระโขนง กรุงเทพมหานคร,100000,25000,"#docker,#golang,#microservices,#nodejs,#react"
53,Executive Marketing Services,รับสมัคร IT-Support (สื่อสารภาษาญี่ปุ่นได้),"Middle-Level, Contract", - บางพลี สมุทรปราการ,49998,40000,"#network,#support"
54,"NTT Data (Thailand) Co., Ltd.",Junior Programmer,"Entry-Level, Full time", - ปากเกร็ด นนทบุรี,30000,20000,#java
55,Pi R Square,Senior Full Stack Developer,"Senior-Level, Full time", - ห้วยขวาง กรุงเทพมหานคร,80000,35000,
56,Pi R Square,Senior Designer,"Senior-Level, Full time", - ห้วยขวาง กรุงเทพมหานคร,60000,40000,"#illustrator,#photoshop,#ui,#ux-ui"
57,Pi R Square,Project Manager,"Middle-Level, Full time", - ห้วยขวาง กรุงเทพมหานคร,45000,25000,"#communication,#management,#problem-solving"
58,Pi R Square,Senior QA,"Senior-Level, Full time", - ห้วยขวาง กรุงเทพมหานคร,50000,35000,"#management,#test-case,#test-plan,#testing"
59,KIS International School,ICT System Support Administrator,"Entry-Level, Full time", - ห้วยขวาง กรุงเทพมหานคร,30000,25000,
60,T2P Company Limited,Senior / Middle Developer,"Senior-Level, Full time", - วัฒนา กรุงเทพมหานคร,80000,30000,"#golang,#php,#tdd"
61,Pi R Square,iOS Developer,"Middle-Level, Full time", - ห้วยขวาง กรุงเทพมหานคร,50000,30000,"#ios,#swift"
62,Pi R Square,Database Analyst,"Middle-Level, Full time", - ห้วยขวาง กรุงเทพมหานคร,40000,25000,"#mongodb,#mysql,#sql"
63,Pi R Square,Backend / Server Side Developer,"Middle-Level, Full time", - ห้วยขวาง กรุงเทพมหานคร,40000,20000,"#angularjs,#nodejs,#php,#react"
64,"Magnetolabs Co., Ltd.",Digital Planner (Inbound Marketer),"Entry-Level, Full time", - บางรัก กรุงเทพมหานคร,35000,17000,"#contentmarketing,#digitalmarketing,#inboundmarketing,#marketing,#planner"
65,"Magnetolabs Co., Ltd.","Digital Content Writer (Junior, Senior)","Entry-Level, Full time", - บางรัก กรุงเทพมหานคร,28000,16000,"#blogging,#content,#seo,#writing"
66,"Magnetolabs Co., Ltd.","Account Executive (Junior, Senior)","Entry-Level, Full time", - บางรัก กรุงเทพมหานคร,35000,20000,"#communication,#pitching,#presentation,#sales,#service"
67,"ReadyPlanet Co., Ltd.","Software Developer (React, NodesJs)","Entry-Level, Full time", - ดินแดง กรุงเทพมหานคร,40000,30000,"#css,#html,#javascript,#nodejs,#react"
68,Digital Connect Ltd.,IT & Marketing Asst. Manager,"Middle-Level, Full time", - สวนหลวง กรุงเทพมหานคร,70000,40000,
69,Digital Connect Ltd.,Frontend Developer & Software Engineer,"Entry-Level, Contract", - สวนหลวง กรุงเทพมหานคร,50000,20000,"#php,#reactjs,#redux"
70,Clicknext,"Programmer (C#, ASP.Net, PHP)","Entry-Level, Full time", - พญาไท กรุงเทพมหานคร,45000,20000,
71,Clicknext,iOS หรือ Android Programmer,"Entry-Level, Full time", - พญาไท กรุงเทพมหานคร,45000,20000,
72,Clicknext,Full Stack Developer,"Entry-Level, Full time", - พญาไท กรุงเทพมหานคร,45000,20000,
73,HOME dot TECH,Website manager,"Middle-Level, Full time", - จตุจักร กรุงเทพมหานคร,55000,45000,"#c-sharp,#css,#html5,#php"
74,"Digital Ventures Co., Ltd.",Java Developer,"Entry-Level, Full time", - คลองเตย กรุงเทพมหานคร,90000,25000,
75,DailiTech,Cloud Solution Engineer - AWS (Junior/Senior),"Entry-Level, Full time", - ราชเทวี กรุงเทพมหานคร,40000,20000,"#aws,#cloud-engineer,#engineering,#software-engineer"
76,Boonmee Lab,Software Engineer,"Middle-Level, Full time", - บางรัก กรุงเทพมหานคร,50000,30000,"#elastic-search,#mongodb,#nodejs,#vuejs"
77,"Wild Sky Media Co., Ltd.",Student Intern 2019 / ฝึกงานไอที-โปรแกรมเมอร์,"Entry-Level, Internship", - สาทร กรุงเทพมหานคร,1000,1000,"#java,#php,#python,#react"
78,"Just Media (Thailand) Co., Ltd",Front-end Developer,"Entry-Level, Full time", - สวนหลวง กรุงเทพมหานคร,60000,30000,"#angularjs,#laravel,#php,#react,#vuejs"
79,"BluePI Co., Ltd.",HR Recruiter,"Entry-Level, Full time", - สาทร กรุงเทพมหานคร,50000,25000,#recruitment
80,MyWorkpapers,Senior Full Stack Developers,"Senior-Level, Full time", - ปทุมวัน กรุงเทพมหานคร,120000,90000,"#angular,#c-sharp,#dotnet,#entityframework,#javascript"
81,MyWorkpapers,Experienced Front End Developers,"Senior-Level, Full time", - ปทุมวัน กรุงเทพมหานคร,90000,70000,"#angular,#frontend,#html5,#javascript,#vuejs"
82,Metamedia Technology,Junior Programmer / Developer,"Entry-Level, Full time", - บางรัก กรุงเทพมหานคร,40000,24000,"#java,#javascript,#kotlin,#php,#swift"
83,"GDL Group Co., Ltd",PLSQL Developer,"Middle-Level, Full time", -  กรุงเทพมหานคร,55000,40000,
84,"GDL Group Co., Ltd",Frontend Developer,"Middle-Level, Full time", -  กรุงเทพมหานคร,35000,20000,
85,"GDL Group Co., Ltd",Java Developer,"Middle-Level, Full time", -  กรุงเทพมหานคร,55000,30000,
86,Thaivivat Insurance Public Company Limited,Backend developer,"Senior-Level, Full time", - พญาไท กรุงเทพมหานคร,70000,40000,"#docker,#javascript,#nodejs"
87,Thaivivat Insurance Public Company Limited,iOS developer,"Middle-Level, Full time", - พญาไท กรุงเทพมหานคร,70000,30000,"#objective-c,#swift"
88,Codemate Ltd.,React Developer,"Entry-Level, Full time", - ห้วยขวาง กรุงเทพมหานคร,100000,40000,#react
89,Backyard,Junior Back-End Engineer,"Entry-Level, Full time", - สาทร กรุงเทพมหานคร,30000,20000,"#flask,#html,#python"
90,"BluePI Co., Ltd.",Software Engineer,"Entry-Level, Full time", - สาทร กรุงเทพมหานคร,100000,50000,"#golang,#java,#web-api,#web-design,#web-service-development"
91,Codemate Ltd.,"Android, IOS, Hybrid Mobile Developer","Entry-Level, Full time", - ห้วยขวาง กรุงเทพมหานคร,100000,40000,"#android,#flutter,#ios,#kotlin,#react-native"
92,NeuMerlin Group,Front-End Developer,"Entry-Level, Full time", - พญาไท กรุงเทพมหานคร,40000,25000,
93,NeuMerlin Group,Back-End/JAVA Developer,"Entry-Level, Full time", - พญาไท กรุงเทพมหานคร,40000,25000,
94,Nanameue Inc.,"iOS / Android Mobile Developer (Tokyo, Japan)","Middle-Level, Full time", - พระโขนง กรุงเทพมหานคร,250000,80000,"#android,#git,#ios,#kotlin,#swift"
95,Nanameue Inc.,"Ruby-on-Rails Developer (Tokyo, Japan)","Senior-Level, Full time", - พระโขนง กรุงเทพมหานคร,250000,80000,"#aws,#mysql,#postgresql,#redis,#ruby-on-rails"
96,Nanameue Inc.,"Frontend Developer - React.js (Tokyo, Japan)","Middle-Level, Full time", - พระโขนง กรุงเทพมหานคร,250000,80000,"#css,#html,#javascript,#react,#reactjs"
97,"SUFFIX CO.,LTD",Website Tester & Support,"Entry-Level, Full time", - วัฒนา กรุงเทพมหานคร,40000,20000,"#robotframework,#unittest"
98,"CodeMobiles Co.,Ltd.",Web Developer (ด่วน!),"Middle-Level, Full time", - บางคอแหลม กรุงเทพมหานคร,50000,20000,"#angular,#angularjs,#bootstrap,#mysql,#nodejs"
99,"CodeMobiles Co.,Ltd.",IT Support POS System (ด่วน!),"Entry-Level, Full time", - บางคอแหลม กรุงเทพมหานคร,35000,15000,"#network,#pos,#support"
100,"SUFFIX CO.,LTD",Back-end Developer,"Entry-Level, Full time", - วัฒนา กรุงเทพมหานคร,60000,25000,"#java,#javascript,#laravel,#php,#wordpress"
101,Mirum (Thailand),Mobile Application Developer,"Entry-Level, Full time", - คลองเตย กรุงเทพมหานคร,30000,18000,"#ajax,#html5,#java,#json,#react-native"
102,Computerlogy,"Software Engineer, Cloud Infrastructure","Entry-Level, Full time", - ศรีราชา ชลบุรี,40000,20000,"#aws,#ci-cd,#docker,#gcp,#linux"
103,Computerlogy,Software Developer / Programmer Backend,"Entry-Level, Full time", - ศรีราชา ชลบุรี,50000,20000,
104,Metamedia Technology,Junior Programmer / Developer,"Entry-Level, Full time", - บางรัก กรุงเทพมหานคร,40000,24000,"#java,#javascript,#kotlin,#php,#swift"
105,Backyard,Junior Front-End Engineer,"Entry-Level, Full time", - สาทร กรุงเทพมหานคร,30000,20000,"#css,#html,#javascript,#vuejs,#web-service"
106,Computerlogy,Mobile Clients - iOS || Android,"Entry-Level, Full time", - ศรีราชา ชลบุรี,40000,20000,
107,Mirum (Thailand),Front End Developer,"Entry-Level, Full time", - คลองเตย กรุงเทพมหานคร,30000,18000,"#angularjs,#git,#jquery,#react,#subversion"
108,CMO Public Company Limited,Web Application Developer,"Entry-Level, Full time", - บึงกุ่ม กรุงเทพมหานคร,40000,25000,"#angularjs,#firebase,#ionic,#php,#sql"
109,CMO Public Company Limited,Front-End Developer,"Entry-Level, Full time", - บึงกุ่ม กรุงเทพมหานคร,35000,22000,"#angularjs,#css3,#html5,#jquery,#php"
110,"Xcellence Corporation Co., Ltd.",Senior SQL Developer / SQL Developer,"Senior-Level, Full time", - ลาดพร้าว กรุงเทพมหานคร,50000,18000,
111,"Xcellence Corporation Co., Ltd.",Senior ERP Implementer / ERP Implementer,"Entry-Level, Full time", - ลาดพร้าว กรุงเทพมหานคร,40000,18000,
112,"Xcellence Corporation Co., Ltd.",Senior C# Developer /  C# Developer,"Entry-Level, Full time", - ลาดพร้าว กรุงเทพมหานคร,50000,18000,
113,"Icon Framework co.,Ltd.",Tester,"Entry-Level, Full time", - พระโขนง กรุงเทพมหานคร,35000,25000,
114,"magzune co., ltd.","รับโปรแกรมเมอร์ PHP, .NET, Android Studio","Entry-Level, Full time", - จตุจักร กรุงเทพมหานคร,30000,20000,"#css,#html5,#javascript,#net,#php"
115,"ReadyPlanet Co., Ltd.","Software Developer (VueJS, NodesJS, PHP)","Entry-Level, Full time", - ดินแดง กรุงเทพมหานคร,25000,20000,"#mysql,#nodejs,#php,#responsivedesign,#vuejs"
116,Jelly.in.th,Sales & Account Executive - Media & Ads,"Entry-Level, Full time", - พระโขนง กรุงเทพมหานคร,50000,15000,"#account-management,#businessdevelopment,#sales,#seo,#social-media-marketing"
117,Jelly.in.th,Graphic Designer - Online & Offline Media,"Entry-Level, Full time", - พระโขนง กรุงเทพมหานคร,50000,20000,"#after-effect,#graphic-design,#illustrator,#photoshop,#premiere-pro"
118,Jelly.in.th,Content Writer & Editor - Beauty & Lifestyle,"Entry-Level, Full time", - พระโขนง กรุงเทพมหานคร,25000,12000,"#content,#contentmarketing,#marketing,#social-media-marketing,#writing"
119,"Bighead Creative Co.,ltd.",Developers จำนวน 3 ท่าน,"Middle-Level, Full time", - ลำลูกกา ปทุมธานี,70000,25000,
120,"Socket 9 Co., Ltd.",Senior Back-end web developer,"Senior-Level, Full time", -  กรุงเทพมหานคร,50000,35000,"#c-sharp,#golang,#php"
121,SCB10X,Data and Insights Analyst,"Entry-Level, Full time", - จตุจักร กรุงเทพมหานคร,99999,29999,
122,Gummy Bear Tech Recruitment,Junior to Mid-Level DevOps Engineer (Max 65k),"Entry-Level, Full time", -  กรุงเทพมหานคร,65000,45000,"#aws,#kubernetes,#linux"
123,"Data Wow Co.,Ltd","Software Developer Bootcamp, YoungWow Program","Entry-Level, Contract", - พระโขนง กรุงเทพมหานคร,30000,30000,"#css,#html,#react,#ruby,#ruby-on-rails"
124,"Data Wow Co.,Ltd","Full-stack Developer - Ruby on Rails, ReactJS","Senior-Level, Full time", - พระโขนง กรุงเทพมหานคร,150000,50000,"#aws,#mongodb,#react,#rspec,#ruby-on-rails"
125,"Data Wow Co.,Ltd",Receptionist & Administrator,"Entry-Level, Full time", - พระโขนง กรุงเทพมหานคร,30000,12000,"#admin,#microsoftoffice,#reception,#report,#secretary"
126,"Data Wow Co.,Ltd",Full-stack Python Developer,"Middle-Level, Full time", - พระโขนง กรุงเทพมหานคร,100000,30000,"#deeplearning,#machine-learning,#mongodb,#mysql,#python"
127,"Data Wow Co.,Ltd",Project Manager - Agile Mobile Development,"Middle-Level, Full time", - พระโขนง กรุงเทพมหานคร,100000,50000,"#agile,#jira,#kotlin,#project-management,#swift"
128,"Data Wow Co.,Ltd",iOS / Android Mobile Developer,"Senior-Level, Full time", - พระโขนง กรุงเทพมหานคร,120000,50000,"#android,#git,#ios,#kotlin,#swift"
129,"Data Wow Co.,Ltd",Frontend Developer - ReactJS,"Middle-Level, Full time", - พระโขนง กรุงเทพมหานคร,100000,30000,"#ajax,#css,#html,#javascript,#reactjs"
130,"Data Wow Co.,Ltd",Data Engineer / Scientist - Deep Learning,"Middle-Level, Full time", - พระโขนง กรุงเทพมหานคร,180000,40000,"#aws,#data-science,#machine-learning,#mongodb,#python"
131,Impressius,Product Development Engineer,"Entry-Level, Full time", - พระโขนง กรุงเทพมหานคร,26000,20000,#solidworks
132,"THiNKNET Co., Ltd.",Software Engineer (Web / Mobile Developer),"Middle-Level, Full time", - บางรัก กรุงเทพมหานคร,50000,25000,"#laravel,#nodejs,#php,#react,#reactnative"
133,"Wild Sky Media Co., Ltd.",QA Analyst - Software Quality Assurance,"Entry-Level, Full time", - สาทร กรุงเทพมหานคร,45000,35000,"#agile,#jira,#manual"
134,"Wild Sky Media Co., Ltd.",Front End Developer-Software Engineer : React,"Middle-Level, Full time", - สาทร กรุงเทพมหานคร,90000,55000,"#css,#html,#javascript,#react"
135,"30 SecondsToFly Co., Ltd.",Junior React Developer,"Middle-Level, Full time", - พระโขนง กรุงเทพมหานคร,55000,30000,"#docker,#frontend,#javascript,#react,#unittest"
136,"30 SecondsToFly Co., Ltd.",Product Owner,"Entry-Level, Full time", - พระโขนง กรุงเทพมหานคร,110000,85000,"#analytics,#product-design,#project-management"
137,"30 SecondsToFly Co., Ltd.",Junior Python Developer,"Middle-Level, Full time", - พระโขนง กรุงเทพมหานคร,50000,30000,"#chatbot,#flask,#postgresql,#python,#unittest"
138,"30 SecondsToFly Co., Ltd.",Junior Node Developer,"Entry-Level, Full time", - พระโขนง กรุงเทพมหานคร,55000,33000,"#microservices,#nodejs,#postgresql,#redis,#unittest"
139,"30 SecondsToFly Co., Ltd.",Senior Data Scientist,"Senior-Level, Full time", - พระโขนง กรุงเทพมหานคร,125000,100000,"#data-science,#machine-learning,#postgresql,#python,#research"
140,"30 SecondsToFly Co., Ltd.",Senior GDS Developer,"Senior-Level, Full time", - พระโขนง กรุงเทพมหานคร,95000,75000,"#amadeus,#gds,#nodejs,#sabre,#unittest"
141,"30 SecondsToFly Co., Ltd.",Senior NLP Developer,"Senior-Level, Full time", - พระโขนง กรุงเทพมหานคร,125000,100000,"#chatbot,#docker,#nlp,#postgresql,#tdd"
142,"30 SecondsToFly Co., Ltd.",Senior Node Developer,"Senior-Level, Full time", - พระโขนง กรุงเทพมหานคร,95000,75000,"#api,#microservices,#nodejs,#postgresql,#redis"
143,"30 SecondsToFly Co., Ltd.",Sr. Quality Assurance Engineer,"Senior-Level, Full time", - พระโขนง กรุงเทพมหานคร,60000,50000,"#automatedtest,#docker,#testscript"
144,"30 SecondsToFly Co., Ltd.",UI / UX designer,"Middle-Level, Full time", - พระโขนง กรุงเทพมหานคร,80000,60000,"#adobe,#sketch,#ux-ui,#zeplin"
145,Backyard,Business Analyst,"Entry-Level, Full time", - สาทร กรุงเทพมหานคร,30000,20000,"#analytics,#business,#businessdevelopment,#data-science,#marketing"
